_id,Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle
1232,2025-01-20,2:22,Monday,ST ANDREW STATION,MUO,None,None,None,YU,None
1233,2025-01-20,2:56,Monday,VAUGHAN MC STATION,MUIS,None,None,None,YU,None
1234,2025-01-20,5:25,Monday,BROADVIEW STATION,MUNCA,None,None,None,BD,None
1235,2025-01-20,5:59,Monday,KING STATION,PUTR,3,None,S,YU,5886
1236,2025-01-20,6:06,Monday,BROADVIEW STATION,SUDP,None,None,W,BD,5208
1237,2025-01-20,6:33,Monday,BLOOR STATION,SUDP,3,7,S,YU,5951
1238,2025-01-20,6:38,Monday,YORKDALE STATION,EUO,7,9,S,YU,5621
1239,2025-01-20,6:44,Monday,VAUGHAN MC STATION,SUDP,None,None,None,YU,None
1240,2025-01-20,6:59,Monday,WELLESLEY STATION,MUO,None,None,N,YU,5131
1241,2025-01-20,7:07,Monday,BLOOR STATION,SUDP,7,9,N,YU,6001
1242,2025-01-20,7:19,Monday,WOODBINE STATION,MUWEA,6,8,E,BD,5062
1243,2025-01-20,7:27,Monday,YORKDALE STATION,MUATC,None,None,N,YU,5541
1244,2025-01-20,8:20,Monday,UNION STATION,PUMEL,None,None,None,YU,None
1245,2025-01-20,8:27,Monday,KING STATION,MUIS,None,None,N,YU,None
1246,2025-01-20,8:46,Monday,KIPLING STATION,MUPAA,5,8,E,BD,5237
1247,2025-01-20,9:23,Monday,ST GEORGE BD STATION,MUIRS,None,None,None,BD,None
1248,2025-01-20,9:41,Monday,DUNDAS WEST STATION,MUWR,None,None,None,BD,None
1249,2025-01-20,10:04,Monday,OSSINGTON STATION,MUPAA,None,None,W,BD,5289
1250,2025-01-20,10:45,Monday,FINCH STATION,SUAE,None,None,None,YU,None
1251,2025-01-20,10:55,Monday,WELLESLEY STATION,SUO,None,None,S,YU,None
1252,2025-01-20,11:09,Monday,ST GEORGE YUS STATION,SUSA,None,None,None,YU,None
1253,2025-01-20,11:23,Monday,KIPLING STATION,TUSC,None,None,E,BD,5335
1254,2025-01-20,11:25,Monday,ISLINGTON STATION,TUSC,None,None,W,BD,5139
1255,2025-01-20,12:00,Monday,DUNDAS WEST STATION,PUMEL,None,None,None,BD,None
1256,2025-01-20,12:15,Monday,LAWRENCE WEST STATION,MUATC,3,8,N,YU,5551
1257,2025-01-20,12:23,Monday,GREENWOOD YARD,MUIE,None,None,None,BD,None
1258,2025-01-20,12:53,Monday,KING STATION,MUIS,None,None,None,YU,None
1259,2025-01-20,12:54,Monday,VAUGHAN MC STATION,MUPAA,None,None,S,YU,5496
1260,2025-01-20,14:13,Monday,WOODBINE STATION,TUO,None,None,W,BD,5144
1261,2025-01-20,14:18,Monday,BROADVIEW STATION,MUO,4,8,E,BD,5178
1262,2025-01-20,14:20,Monday,ST CLAIR WEST STATION,SUDP,7,11,N,YU,5701
1263,2025-01-20,14:37,Monday,SHEPPARD WEST TO WILSO,PUSAC,21,24,N,YU,5701
1264,2025-01-20,14:51,Monday,GLENCAIRN STATION,MUPAA,4,8,N,YU,5421
1265,2025-01-20,14:53,Monday,WOODBINE STATION,SUDP,6,13,E,BD,5084
1266,2025-01-20,14:55,Monday,ISLINGTON STATION,SUAP,None,None,None,BD,None
1267,2025-01-20,15:00,Monday,BLOOR STATION,SUO,7,11,N,YU,5576
1268,2025-01-20,15:10,Monday,DUNDAS STATION,SUDP,None,None,N,YU,5861
1269,2025-01-20,15:20,Monday,YORK UNIVERSITY STATIO,SUO,None,None,None,YU,None
1270,2025-01-20,15:22,Monday,YONGE BD STATION,PUTIJ,85,88,E,BD,5203
1271,2025-01-20,15:27,Monday,SPADINA BD STATION,SUUT,None,None,E,BD,5271
1272,2025-01-20,15:37,Monday,KEELE STATION,TUNIP,3,6,W,BD,5038
1273,2025-01-20,15:41,Monday,YONGE BD STATION,MUIS,None,None,W,BD,None
1274,2025-01-20,15:55,Monday,RUNNYMEDE STATION,SUAE,None,None,None,BD,None
1275,2025-01-20,15:57,Monday,KEELE STATION,MUO,3,6,W,BD,5172
1276,2025-01-20,16:19,Monday,YONGE BD STATION,SUDP,None,None,None,BD,None
1277,2025-01-20,16:30,Monday,ST ANDREW STATION,PUOPO,4,8,N,YU,5511
1278,2025-01-20,17:01,Monday,COXWELL STATION,MUNCA,None,None,None,BD,None
1279,2025-01-20,17:50,Monday,CHRISTIE STATION,TUO,None,None,W,BD,5203
1280,2025-01-20,17:59,Monday,ST ANDREW STATION,SUDP,None,None,None,YU,None
1281,2025-01-20,18:07,Monday,BROADVIEW STATION,TUO,None,None,W,BD,5301
1282,2025-01-20,18:17,Monday,FINCH WEST STATION,PUOPO,4,7,N,YU,5686
1283,2025-01-20,18:23,Monday,DONLANDS STATION,SUAP,None,None,E,BD,5242
1284,2025-01-20,18:36,Monday,EGLINTON WEST STATION,SUDP,9,12,N,YU,5526
1285,2025-01-20,18:46,Monday,FINCH STATION,MUI,4,8,S,YU,5421
1286,2025-01-20,18:51,Monday,QUEEN'S PARK STATION,MUPAA,3,6,N,YU,5906
1287,2025-01-20,18:59,Monday,DUNDAS STATION,SUDP,None,None,S,YU,None
1288,2025-01-20,19:26,Monday,YONGE BD STATION,MUIS,None,None,W,BD,None
1289,2025-01-20,19:35,Monday,SHEPPARD STATION,MUIR,None,None,N,YU,6031
1290,2025-01-20,19:39,Monday,FINCH STATION,SUDP,36,39,S,YU,5981
1291,2025-01-20,19:47,Monday,YONGE BD STATION,SUDP,9,13,E,BD,5348
1292,2025-01-20,20:03,Monday,BLOOR STATION,MUIS,None,None,N,YU,None
1293,2025-01-20,20:15,Monday,SHEPPARD STATION,PUOPO,None,None,S,YU,5551
1294,2025-01-20,20:53,Monday,DAVISVILLE STATION,SUDP,15,19,N,YU,5611
1295,2025-01-20,21:28,Monday,EGLINTON WEST STATION,SUDP,13,17,S,YU,5896
1296,2025-01-20,21:33,Monday,MAIN STREET STATION,MUIRS,None,None,E,BD,None
1297,2025-01-20,21:42,Monday,FINCH STATION,SUDP,None,None,None,YU,None
1298,2025-01-20,21:46,Monday,VICTORIA PARK STATION,EUSC,None,None,E,BD,5178
1299,2025-01-20,22:00,Monday,YONGE-UNIVERSITY AND B,MUO,None,None,None,YU/ BD,None
1300,2025-01-20,22:00,Monday,ST GEORGE BD STATION,SUSA,None,None,None,BD,None
1301,2025-01-20,22:09,Monday,WARDEN STATION,PUSIS,None,None,W,BD,5139
1302,2025-01-20,22:26,Monday,ISLINGTON STATION,TUSC,None,None,E,BD,5215
1303,2025-01-20,23:00,Monday,ST GEORGE YUS STATION,MUO,None,None,None,YU,None
1304,2025-01-20,23:33,Monday,LINE 2,MUO,None,None,None,BD,None
1305,2025-01-20,23:40,Monday,COXWELL STATION,PUMEL,None,None,None,BD,None
1306,2025-01-20,23:57,Monday,ST GEORGE YUS STATION,MUPAA,4,11,S,YU,5551
1307,2025-01-20,0:27,Monday,COLLEGE STATION,SUDP,7,13,N,YU,5446
1308,2025-01-20,0:34,Monday,WARDEN STATION,SUDP,4,9,E,BD,5305
1309,2025-01-20,0:38,Monday,BLOOR STATION,SUDP,None,None,N,YU,5446
1310,2025-01-20,1:24,Monday,DUNDAS STATION,MUIRS,None,None,None,YU,None
1311,2025-01-20,1:25,Monday,ROSEDALE STATION,EUVE,17,23,S,YU,5441
1312,2025-01-20,1:36,Monday,FINCH STATION,MUIS,None,None,None,YU,None
1313,2025-01-20,1:57,Monday,KIPLING STATION,MUIS,None,None,W,BD,5208
1314,2025-01-20,1:59,Monday,WARDEN STATION,MUIS,None,None,W,BD,None
1315,2025-01-20,9:01,Monday,SHEPPARD-YONGE STATION,PUMEL,None,None,None,SHP,None
1316,2025-01-20,15:52,Monday,SHEPPARD-YONGE STATION,MUSAN,7,14,E,SHP,6171
1317,2025-01-20,22:35,Monday,SHEPPARD-YONGE STATION,SUUT,7,14,W,SHP,6146
1318,2025-01-21,2:29,Tuesday,VAUGHAN MC STATION,MUI,None,None,N,BD,5691
1319,2025-01-21,2:29,Tuesday,VAUGHAN MC STATION,MUI,None,None,N,YU,5691
1320,2025-01-21,4:31,Tuesday,KEELE STATION,MUIS,None,None,None,BD,None
1321,2025-01-21,4:46,Tuesday,DAVISVILLE STATION,PUSAC,None,None,N,YU,None
1322,2025-01-21,5:36,Tuesday,YORK MILLS STATION,PUSAC,7,None,N,YU,5921
1323,2025-01-21,5:48,Tuesday,GREENWOOD STATION,MUO,8,14,E,BD,5134
1324,2025-01-21,6:00,Tuesday,KING STATION,PUTR,6,None,S,YU,5456
1325,2025-01-21,7:17,Tuesday,KENNEDY BD STATION,EUNT,6,8,W,BD,5224
1326,2025-01-21,7:24,Tuesday,BLOOR STATION,PUOPO,None,None,N,YU,5481
1327,2025-01-21,7:33,Tuesday,WILSON STATION,EULV,12,15,S,YU,6006
1328,2025-01-21,7:42,Tuesday,PAPE STATION,EUDO,None,None,W,BD,5239
1329,2025-01-21,7:52,Tuesday,LAWRENCE STATION,MUPAA,4,6,S,YU,5635
1330,2025-01-21,8:08,Tuesday,KING STATION,PUMO,None,None,None,YU,None
1331,2025-01-21,8:19,Tuesday,DAVISVILLE STATION,PUMST,None,None,None,YU,None
1332,2025-01-21,8:39,Tuesday,ROSEDALE STATION,MUI,10,13,S,YU,5546
1333,2025-01-21,8:50,Tuesday,LAWRENCE STATION,MUIR,13,16,S,YU,5531
1334,2025-01-21,8:59,Tuesday,JANE STATION,PUMST,None,None,None,BD,None
1335,2025-01-21,9:03,Tuesday,WILSON STATION,PUMO,None,None,None,YU,None
1336,2025-01-21,9:22,Tuesday,EGLINTON STATION,TUSUP,10,13,N,YU,5416
1337,2025-01-21,9:24,Tuesday,BLOOR STATION,SUDP,None,None,N,YU,5651
1338,2025-01-21,9:34,Tuesday,WARDEN STATION,SUDP,None,None,None,BD,None
1339,2025-01-21,11:09,Tuesday,UNION STATION,SUDP,None,None,None,YU,None
1340,2025-01-21,11:34,Tuesday,GLENCAIRN STATION,SUDP,4,9,N,YU,5876
1341,2025-01-21,11:55,Tuesday,SHEPPARD STATION,SUDP,4,9,S,YU,5626
1342,2025-01-21,12:27,Tuesday,DONLANDS STATION,PUSCR,5,9,W,BD,5088
1343,2025-01-21,12:39,Tuesday,NORTH YORK CTR STATION,MUIE,None,None,None,YU,None
1344,2025-01-21,13:15,Tuesday,OSGOODE STATION,PUOPO,6,11,N,YU,5676
1345,2025-01-21,13:28,Tuesday,OSGOODE STATION,PUOPO,5,10,N,YU,5726
1346,2025-01-21,14:15,Tuesday,KIPLING STATION,TUSC,None,None,W,BD,5221
1347,2025-01-21,14:19,Tuesday,WOODBINE STATION,MUSC,None,None,E,BD,5306
1348,2025-01-21,14:23,Tuesday,YONGE BD STATION,SUDP,5,9,E,BD,5317
1349,2025-01-21,14:23,Tuesday,YORKDALE STATION,MUD,7,11,S,YU,5556
1350,2025-01-21,15:00,Tuesday,SPADINA BD STATION,MUPAA,None,None,W,BD,5119
1351,2025-01-21,15:09,Tuesday,ROSEDALE STATION,SUDP,5,9,N,YU,5671
1352,2025-01-21,15:42,Tuesday,DAVISVILLE STATION,MUPAA,None,None,N,YU,5996
1353,2025-01-21,15:49,Tuesday,CHESTER STATION,SUDP,None,None,E,BD,5117
1354,2025-01-21,15:56,Tuesday,YORK MILLS STATION,SUDP,6,10,N,YU,5996
1355,2025-01-21,16:11,Tuesday,ST GEORGE BD STATION,SUUT,None,None,E,BD,5096
1356,2025-01-21,16:17,Tuesday,BROADVIEW STATION,MUIS,None,None,None,BD,None
1357,2025-01-21,16:25,Tuesday,DAVISVILLE STATION,SUO,None,None,S,YU,None
1358,2025-01-21,17:15,Tuesday,UNION STATION - ST AND,PUOPO,6,10,N,YU,5486
1359,2025-01-21,17:19,Tuesday,ROSEDALE STATION,MUPAA,4,7,N,YU,6061
1360,2025-01-21,17:28,Tuesday,QUEEN'S PARK STATION,PUOPO,12,16,N,YU,5486
1361,2025-01-21,17:30,Tuesday,OSGOODE STATION,SUAP,None,None,N,YU,None
1362,2025-01-21,17:38,Tuesday,ST GEORGE YUS STATION,PUOPO,None,None,N,YU,5681
1363,2025-01-21,17:43,Tuesday,DUPONT STATION,PUOPO,9,11,N,YU,5686
1364,2025-01-21,17:52,Tuesday,ST CLAIR WEST STATION,PUOPO,3,6,N,YU,5686
1365,2025-01-21,18:03,Tuesday,FINCH STATION,MUIR,3,6,S,YU,5811
1366,2025-01-21,18:13,Tuesday,ST ANDREW STATION,SUO,None,None,S,YU,5581
1367,2025-01-21,18:53,Tuesday,YORK MILLS STATION,MUO,None,None,None,YU,None
1368,2025-01-21,18:59,Tuesday,BLOOR STATION,SUDP,3,6,S,YU,5461
1369,2025-01-21,19:05,Tuesday,COLLEGE STATION,SUO,None,None,S,YU,5821
1370,2025-01-21,19:10,Tuesday,EGLINTON STATION,MUIS,None,None,None,YU,None
1371,2025-01-21,19:45,Tuesday,EGLINTON STATION,SUDP,7,10,N,YU,5971
1372,2025-01-21,19:45,Tuesday,KENNEDY BD STATION,MUSC,None,None,W,BD,5325
1373,2025-01-21,19:48,Tuesday,WILSON YARD,PUTSM,None,None,None,YU,None
1374,2025-01-21,19:50,Tuesday,QUEEN STATION,PUOPO,None,None,S,YU,5501
1375,2025-01-21,19:59,Tuesday,OSGOODE STATION,PUOPO,6,9,N,YU,5501
1376,2025-01-21,20:08,Tuesday,OSGOODE STATION,PUOPO,None,None,N,YU,5876
1377,2025-01-21,20:09,Tuesday,DUPONT STATION,SUDP,11,15,S,YU,5816
1378,2025-01-21,20:22,Tuesday,ST GEORGE YUS STATION,PUOPO,4,7,N,YU,5876
1379,2025-01-21,21:00,Tuesday,VAUGHAN MC STATION,SUO,None,None,N,YU,None
1380,2025-01-21,22:36,Tuesday,ST CLAIR STATION,SUO,None,None,None,YU,5592
1381,2025-01-21,22:46,Tuesday,WELLESLEY STATION,SUO,None,None,S,YU,6011
1382,2025-01-21,22:53,Tuesday,LAWRENCE WEST STATION,MUIS,None,None,None,YU,None
1383,2025-01-21,23:00,Tuesday,ST CLAIR WEST STATION,SUO,None,None,None,YU,None
1384,2025-01-21,23:35,Tuesday,LAWRENCE WEST STATION,MUIS,None,None,None,YU,None
1385,2025-01-21,0:09,Tuesday,ST CLAIR WEST STATION,MUIE,None,None,None,YU,None
1386,2025-01-22,2:00,Wednesday,ST GEORGE YUS STATION,MUIS,None,None,None,YU,None
1387,2025-01-22,2:08,Wednesday,DUNDAS WEST STATION,MUIS,None,None,None,BD,None
1388,2025-01-22,2:08,Wednesday,KIPLING STATION,MUIS,None,None,None,BD,None
1389,2025-01-22,2:10,Wednesday,ST GEORGE BD STATION,MUIS,None,None,E,BD,None
1390,2025-01-22,2:17,Wednesday,KENNEDY BD STATION,MUIS,None,None,None,BD,None
1391,2025-01-22,2:33,Wednesday,WILSON YARD,PUSAC,None,None,None,YU,None
1392,2025-01-22,2:44,Wednesday,KIPLING STATION,MUIS,None,None,None,BD,None
1393,2025-01-22,3:31,Wednesday,UNION STATION,SUDP,None,None,None,YU,None
1394,2025-01-22,4:41,Wednesday,YORKDALE STATION,PUTTP,360,364,S,YU,5996
1395,2025-01-22,4:45,Wednesday,DAVISVILLE CAR HOUSE,SUG,None,None,None,YU,6156
1396,2025-01-22,4:55,Wednesday,ST CLAIR STATION,MUNCA,None,None,None,YU,None
1397,2025-01-22,5:01,Wednesday,FINCH STATION,MUNCA,None,None,None,YU,None
1398,2025-01-22,5:10,Wednesday,LAWRENCE STATION,MUNCA,None,None,None,YU,None
1399,2025-01-22,5:30,Wednesday,GREENWOOD STATION,MUNCA,None,None,None,BD,None
1400,2025-01-22,5:55,Wednesday,HIGHWAY 407 STATION,SUO,None,None,None,YU,None
1401,2025-01-22,7:08,Wednesday,PAPE STATION,EUNT,8,11,W,BD,5174
1402,2025-01-22,7:48,Wednesday,BLOOR STATION,MUPAA,4,6,S,YU,6116
1403,2025-01-22,8:16,Wednesday,ST GEORGE YUS STATION,PUMO,None,None,None,BD,None
1404,2025-01-22,8:29,Wednesday,DUNDAS WEST STATION,MUIS,None,None,None,BD,None
1405,2025-01-22,8:36,Wednesday,WELLESLEY STATION,SUDP,None,None,N,YU,5651
1406,2025-01-22,8:51,Wednesday,WELLESLEY STATION,SUDP,6,8,N,YU,6066
1407,2025-01-22,9:16,Wednesday,FINCH STATION,PUMST,None,None,None,YU,None
1408,2025-01-22,9:16,Wednesday,GREENWOOD STATION,MUD,6,9,W,BD,5239
1409,2025-01-22,9:32,Wednesday,CHESTER STATION,PUSTS,5,8,E,BD,5108
1410,2025-01-22,9:50,Wednesday,BAY STATION,TUOS,6,9,W,BD,5193
1411,2025-01-22,10:03,Wednesday,PAPE STATION,SUDP,3,6,E,BD,5037
1412,2025-01-22,10:08,Wednesday,ST GEORGE BD STATION,MUPAA,None,None,E,BD,5278
1413,2025-01-22,10:14,Wednesday,KIPLING STATION,SUDP,4,8,E,BD,5344
1414,2025-01-22,10:19,Wednesday,ST GEORGE BD STATION,EUSC,None,None,E,BD,5305
1415,2025-01-22,10:45,Wednesday,LAWRENCE STATION,MUWR,None,None,None,YU,None
1416,2025-01-22,10:49,Wednesday,KIPLING STATION,MUTO,4,8,W,BD,5084
1417,2025-01-22,11:05,Wednesday,DONLANDS STATION,MUIRS,None,None,W,BD,None
1418,2025-01-22,11:17,Wednesday,WELLESLEY STATION,MUIRS,None,None,None,YU,None
1419,2025-01-22,11:34,Wednesday,KIPLING STATION,PUSTC,28,32,E,BD,5286
1420,2025-01-22,11:54,Wednesday,DAVISVILLE CARHOUSE,PUMO,None,None,None,YU,None
1421,2025-01-22,12:24,Wednesday,QUEEN STATION,MUIRS,None,None,None,YU,None
1422,2025-01-22,13:15,Wednesday,KIPLING STATION,MUSC,None,None,E,BD,5158
1423,2025-01-22,13:24,Wednesday,EGLINTON STATION,SUDP,None,None,None,YU,None
1424,2025-01-22,13:38,Wednesday,LAWRENCE WEST STATION,PUOPO,9,13,S,YU,6061
1425,2025-01-22,14:31,Wednesday,YORKDALE STATION,MUSAN,4,8,S,YU,5416
1426,2025-01-22,14:32,Wednesday,SUMMERHILL STATION,SUUT,17,22,N,YU,5581
1427,2025-01-22,15:11,Wednesday,DAVISVILLE STATION,PUMST,None,None,S,YU,None
1428,2025-01-22,15:41,Wednesday,ST ANDREW STATION,SUDP,5,9,N,YU,5391
1429,2025-01-22,15:48,Wednesday,SUMMERHILL STATION,SUDP,None,None,S,YU,5911
1430,2025-01-22,16:15,Wednesday,BLOOR STATION,SUDP,4,8,N,YU,None
1431,2025-01-22,16:39,Wednesday,VICTORIA PARK STATION,MUI,13,16,E,BD,5276
1432,2025-01-22,17:35,Wednesday,ST PATRICK STATION,MUNCA,None,None,None,YU,None
1433,2025-01-22,17:43,Wednesday,DAVISVILLE STATION,MUIR,6,8,N,YU,5941
1434,2025-01-22,18:00,Wednesday,UNION TO ST ANDREW,MUDD,15,17,N,YU,6086
1435,2025-01-22,18:18,Wednesday,YONGE BD STATION,SUO,None,None,None,BD,None
1436,2025-01-22,18:38,Wednesday,LANSDOWNE STATION,SUDP,10,13,W,BD,5298
1437,2025-01-22,18:49,Wednesday,KIPLING STATION,PUSI,3,6,E,BD,5364
1438,2025-01-22,18:56,Wednesday,SHEPPARD STATION,SUO,None,None,N,YU,5981
1439,2025-01-22,19:01,Wednesday,UNION STATION- ST ANDR,MUPAA,4,6,None,YU,5546
1440,2025-01-22,19:02,Wednesday,COLLEGE STATION,MUPAA,3,5,S,YU,5911
1441,2025-01-22,19:28,Wednesday,BATHURST STATION,MUIS,None,None,None,BD,None
1442,2025-01-22,19:47,Wednesday,KIPLING STATION,MUIS,None,None,None,BD,None
1443,2025-01-22,19:52,Wednesday,COXWELL STATION,MUIS,None,None,E,BD,None
1444,2025-01-22,20:27,Wednesday,WILSON STATION,MUPAA,3,5,N,YU,5866
1445,2025-01-22,20:50,Wednesday,KIPLING STATION,PUSNT,None,None,W,BD,5298
1446,2025-01-22,20:51,Wednesday,QUEEN STATION,SUO,None,None,None,YU,None
1447,2025-01-22,20:55,Wednesday,COLLEGE STATION,MUO,None,None,None,YU,None
1448,2025-01-22,21:03,Wednesday,BROADVIEW STATION,MUIRS,None,None,None,BD,None
1449,2025-01-22,21:30,Wednesday,YONGE BD STATION,SUROB,None,None,W,BD,None
1450,2025-01-22,21:33,Wednesday,DUFFERIN STATION,MUIS,None,None,None,BD,None
1451,2025-01-22,21:56,Wednesday,UNION STATION,PUMST,None,None,None,YU,None
1452,2025-01-22,22:21,Wednesday,SHEPPARD STATION,MUPAA,None,None,N,YU,5871
1453,2025-01-22,22:38,Wednesday,QUEEN'S PARK STATION,MUPAA,4,8,N,YU,5656
1454,2025-01-22,22:41,Wednesday,WELLESLEY STATION,MUO,7,13,N,YU,5621
1455,2025-01-22,22:41,Wednesday,ST PATRICK STATION,SUAP,None,None,N,YU,5656
1456,2025-01-22,22:47,Wednesday,ST PATRICK STATION,SUEAS,22,28,S,YU,6081
1457,2025-01-22,23:00,Wednesday,ST GEORGE TO LAWRENCE,MUO,None,None,None,YU,None
1458,2025-01-22,23:24,Wednesday,BLOOR STATION,MUTO,4,9,N,YU,5826
1459,2025-01-22,23:38,Wednesday,OSGOODE STATION,MUPAA,5,11,N,YU,6026
1460,2025-01-22,0:36,Wednesday,KIPLING STATION,SUDP,None,None,None,BD,None
1461,2025-01-22,1:12,Wednesday,QUEEN STATION,MUPAA,None,None,N,YU,5846
1462,2025-01-22,1:31,Wednesday,DONLANDS STATION,SUAE,8,13,E,BD,5132
1463,2025-01-22,13:43,Wednesday,LESLIE STATION,TUMVS,9,16,E,SHP,6196
1464,2025-01-22,18:59,Wednesday,SHEPPARD-YONGE STATION,SUO,17,26,W,SHP,6166
1465,2025-01-23,2:23,Thursday,UNION STATION,SUG,None,None,None,YU,None
1466,2025-01-23,5:45,Thursday,WELLESLEY STATION,MUNCA,None,None,None,YU,None
1467,2025-01-23,6:01,Thursday,ST GEORGE YUS STATION,PUTR,7,None,S,YU,5586
1468,2025-01-23,6:09,Thursday,MUSEUM STATION,PUTR,6,None,N,YU,5526
1469,2025-01-23,6:27,Thursday,WOODBINE STATION,TUSC,None,None,E,BD,5236
1470,2025-01-23,7:39,Thursday,OSSINGTON STATION,SUG,None,None,W,BD,5019
1471,2025-01-23,8:17,Thursday,ST CLAIR WEST STATION,TUATC,3,5,N,YU,5741
1472,2025-01-23,8:23,Thursday,WILSON STATION,SUAP,11,13,S,YU,5561
1473,2025-01-23,8:30,Thursday,KENNEDY BD STATION,TUSC,None,None,E,BD,5215
1474,2025-01-23,8:45,Thursday,UNION STATION,MUIR,3,5,S,YU,5576
1475,2025-01-23,9:19,Thursday,BROADVIEW STATION,MUI,9,11,E,BD,5054
1476,2025-01-23,10:06,Thursday,EGLINTON STATION,SUDP,3,8,S,YU,5566
1477,2025-01-23,11:20,Thursday,BLOOR STATION,SUO,None,None,N,YU,5621
1478,2025-01-23,11:21,Thursday,BAY STATION,PUMST,None,None,None,BD,None
1479,2025-01-23,11:31,Thursday,CASTLE FRANK STATION,SUDP,None,None,W,BD,5245
1480,2025-01-23,11:47,Thursday,JANE STATION,MUO,4,8,W,BD,5245
1481,2025-01-23,12:10,Thursday,NORTH YORK CTR STATION,MUPAA,6,11,S,YU,6086
1482,2025-01-23,12:10,Thursday,BLOOR STATION,MUIR,None,None,S,YU,5501
1483,2025-01-23,12:36,Thursday,SHERBOURNE STATION,MUI,12,16,E,BD,5263
1484,2025-01-23,12:49,Thursday,DUNDAS STATION,PUMEL,None,None,None,YU,None
1485,2025-01-23,13:34,Thursday,ROYAL YORK STATION,SUDP,None,None,E,BD,5011
1486,2025-01-23,13:52,Thursday,DAVISVILLE STATION,MUCL,5,10,S,YU,5746
1487,2025-01-23,13:53,Thursday,EGLINTON STATION,PUMEL,None,None,None,YU,None
1488,2025-01-23,14:18,Thursday,VICTORIA PARK STATION,EUME,9,13,W,BD,5340
1489,2025-01-23,14:38,Thursday,FINCH STATION,MUPAA,3,7,S,YU,5891
1490,2025-01-23,14:38,Thursday,DAVISVILLE STATION,SUDP,4,8,S,YU,5471
1491,2025-01-23,14:47,Thursday,UNION STATION TO KING,MUIR,None,None,N,YU,5576
1492,2025-01-23,15:09,Thursday,FINCH STATION,SUDP,4,8,S,YU,6031
1493,2025-01-23,15:32,Thursday,DAVISVILLE STATION,SUDP,7,11,S,YU,6031
1494,2025-01-23,16:03,Thursday,BLOOR STATION,SUO,16,20,N,YU,5721
1495,2025-01-23,16:07,Thursday,YONGE BD STATION,SUO,16,19,W,BD,5284
1496,2025-01-23,16:40,Thursday,FINCH STATION,SUAP,11,14,N,YU,6136
1497,2025-01-23,16:43,Thursday,BLOOR STATION,MUPAA,5,9,N,YU,5881
1498,2025-01-23,17:12,Thursday,WILSON STATION,PUOPO,4,7,S,YU,5636
1499,2025-01-23,17:18,Thursday,YORKDALE STATION,PUOPO,18,21,S,YU,5636
1500,2025-01-23,18:46,Thursday,VAUGHAN MC STATION,PUOPO,3,6,S,YU,5881
1501,2025-01-23,19:33,Thursday,COXWELL STATION,TUSC,None,None,W,BD,5221
1502,2025-01-23,19:38,Thursday,VAUGHAN MC STATION,TUSET,5,8,N,YU,6086
1503,2025-01-23,20:01,Thursday,MAIN STREET STATION,SUDP,None,None,W,BD,None
1504,2025-01-23,20:16,Thursday,BLOOR STATION,SUDP,None,None,None,YU,None
1505,2025-01-23,20:17,Thursday,JANE STATION,TUMVS,10,14,E,BD,5054
1506,2025-01-23,20:32,Thursday,KING STATION,MUPAA,None,None,N,YU,6081
1507,2025-01-23,20:33,Thursday,BLOOR STATION,MUO,None,None,None,YU,None
1508,2025-01-23,20:34,Thursday,SUMMERHILL STATION,PUOPO,None,None,N,YU,5621
1509,2025-01-23,20:45,Thursday,CHESTER STATION,TUSC,None,None,E,BD,5001
1510,2025-01-23,20:45,Thursday,EGLINTON WEST STATION,PUOPO,None,None,N,YU,6131
1511,2025-01-23,20:54,Thursday,FINCH STATION,PUOPO,None,None,S,YU,5501
1512,2025-01-23,21:25,Thursday,PAPE STATION,SUDP,None,None,E,BD,5301
1513,2025-01-23,21:26,Thursday,ROSEDALE STATION,MUPAA,3,6,S,YU,6071
1514,2025-01-23,21:45,Thursday,NORTH YORK CTR STATION,SUDP,5,11,N,YU,5386
1515,2025-01-23,21:47,Thursday,DUNDAS STATION,MUPAA,None,None,S,YU,6001
1516,2025-01-23,22:00,Thursday,YONGE-UNIVERSITY AND B,MUO,None,None,None,YU/BD,None
1517,2025-01-23,22:17,Thursday,JANE STATION,SUAP,None,None,None,BD,None
1518,2025-01-23,22:19,Thursday,KIPLING STATION,PUCSC,5,10,E,BD,5223
1519,2025-01-23,22:27,Thursday,YORK MILLS STATION,SUDP,5,11,N,YU,5721
1520,2025-01-23,22:39,Thursday,FINCH STATION,EUNT,6,12,N,YU,6096
1521,2025-01-23,22:41,Thursday,KENNEDY BD STATION,MUIR,None,None,W,BD,5177
1522,2025-01-23,23:48,Thursday,DAVISVILLE STATION,MUI,6,12,S,YU,5551
1523,2025-01-23,0:00,Thursday,HIGH PARK STATION,PUTO,4,9,E,BD,5054
1524,2025-01-23,0:17,Thursday,EGLINTON STATION,SUDP,4,10,N,YU,5541
1525,2025-01-23,1:40,Thursday,EGLINTON STATION,EUVE,17,23,N,YU,5506
1526,2025-01-23,1:53,Thursday,BAY STATION,SUO,None,None,None,BD,None
1527,2025-01-23,1:54,Thursday,FINCH STATION,MUIS,None,None,None,YU,None
1528,2025-01-23,13:32,Thursday,DON MILLS STATION,MUIS,None,None,None,SHP,None
1529,2025-01-23,19:07,Thursday,SHEPPARD-YONGE STATION,MUIR,7,16,W,SHP,6172
